emoji,emoji_name,love_score
👬🏽,men holding hands: medium skin tone,48.42
👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",48.42
👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",48.42
👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",66.8
👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",66.8
👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",62.45
👬🏾,men holding hands: medium-dark skin tone,62.45
👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",62.45
👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",71.65
👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",85.72
👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",88.65
👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",88.65
👬🏿,men holding hands: dark skin tone,88.65
💏🏻,kiss: light skin tone,88.91
💏🏼,kiss: medium-light skin tone,84.38
💏🏽,kiss: medium skin tone,88.91
💏🏾,kiss: medium-dark skin tone,88.91
💏🏿,kiss: dark skin tone,88.91
🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",82.87
🧑🏻‍❤‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",82.87
🧑🏻‍❤️‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",84.38
🧑🏻‍❤‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",84.38
🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",84.38
🧑🏻‍❤‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",84.38
🧑🏻‍❤️‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",84.38
🧑🏻‍❤‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",84.38
🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",88.91
🧑🏼‍❤‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",88.91
🧑🏼‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",88.91
🧑🏼‍❤‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",88.91
🧑🏼‍❤️‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",88.91
🧑🏼‍❤‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",88.91
🧑🏼‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",88.91
🧑🏼‍❤‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",88.91
🧑🏽‍❤️‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",84.38
🧑🏽‍❤‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",84.38
🧑🏽‍❤️‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",84.38
🧑🏽‍❤‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",84.38
🧑🏽‍❤️‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",88.91
🧑🏽‍❤‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",88.91
🧑🏽‍❤️‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",88.91
🧑🏽‍❤‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",88.91
🧑🏾‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",88.91
🧑🏾‍❤‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",88.91
🧑🏾‍❤️‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",84.38
🧑🏾‍❤‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",84.38
🧑🏾‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",88.91
🧑🏾‍❤‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",88.91
🧑🏾‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",88.91
🧑🏾‍❤‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",88.91
🧑🏿‍❤️‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",86.42
🧑🏿‍❤‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",86.42
🧑🏿‍❤️‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",86.42
🧑🏿‍❤‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",86.42
🧑🏿‍❤️‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",89.7
🧑🏿‍❤‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",89.7
🧑🏿‍❤️‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",89.7
🧑🏿‍❤‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",89.7
👩‍❤️‍💋‍👨,"kiss: woman, man",88.91
👩‍❤‍💋‍👨,"kiss: woman, man",88.91
👩🏻‍❤️‍💋‍👨🏻,"kiss: woman, man, light skin tone",66.06
👩🏻‍❤‍💋‍👨🏻,"kiss: woman, man, light skin tone",66.06
👩🏻‍❤️‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",69.51
👩🏻‍❤‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",69.51
👩🏻‍❤️‍💋‍👨🏽,"kiss: woman, man, light skin tone, medium skin tone",66.06
👩🏻‍❤‍💋‍👨🏽,"kiss: woman, man, light skin tone, medium skin tone",66.06
👩🏻‍❤️‍💋‍👨🏾,"kiss: woman, man, light skin tone, medium-dark skin tone",66.06
👩🏻‍❤‍💋‍👨🏾,"kiss: woman, man, light skin tone, medium-dark skin tone",66.06
👩🏻‍❤️‍💋‍👨🏿,"kiss: woman, man, light skin tone, dark skin tone",66.06
👩🏻‍❤‍💋‍👨🏿,"kiss: woman, man, light skin tone, dark skin tone",66.06
👩🏼‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-light skin tone, light skin tone",82.87
👩🏼‍❤‍💋‍👨🏻,"kiss: woman, man, medium-light skin tone, light skin tone",82.87
👩🏼‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-light skin tone",84.38
👩🏼‍❤‍💋‍👨🏼,"kiss: woman, man, medium-light skin tone",84.38
👩🏼‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-light skin tone, medium skin tone",84.38
👩🏼‍❤‍💋‍👨🏽,"kiss: woman, man, medium-light skin tone, medium skin tone",84.38
👩🏼‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-light skin tone, medium-dark skin tone",84.38
👩🏼‍❤‍💋‍👨🏾,"kiss: woman, man, medium-light skin tone, medium-dark skin tone",84.38
👩🏼‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-light skin tone, dark skin tone",84.38
👩🏼‍❤‍💋‍👨🏿,"kiss: woman, man, medium-light skin tone, dark skin tone",84.38
👩🏽‍❤️‍💋‍👨🏻,"kiss: woman, man, medium skin tone, light skin tone",66.06
👩🏽‍❤‍💋‍👨🏻,"kiss: woman, man, medium skin tone, light skin tone",66.06
👩🏽‍❤️‍💋‍👨🏼,"kiss: woman, man, medium skin tone, medium-light skin tone",66.06
👩🏽‍❤‍💋‍👨🏼,"kiss: woman, man, medium skin tone, medium-light skin tone",66.06
👩🏽‍❤️‍💋‍👨🏽,"kiss: woman, man, medium skin tone",59.17
👩🏽‍❤‍💋‍👨🏽,"kiss: woman, man, medium skin tone",59.17
👩🏽‍❤️‍💋‍👨🏾,"kiss: woman, man, medium skin tone, medium-dark skin tone",59.17
👩🏽‍❤‍💋‍👨🏾,"kiss: woman, man, medium skin tone, medium-dark skin tone",59.17
👩🏽‍❤️‍💋‍👨🏿,"kiss: woman, man, medium skin tone, dark skin tone",59.17
👩🏽‍❤‍💋‍👨🏿,"kiss: woman, man, medium skin tone, dark skin tone",59.17
👩🏾‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-dark skin tone, light skin tone",86.42
👩🏾‍❤‍💋‍👨🏻,"kiss: woman, man, medium-dark skin tone, light skin tone",86.42
👩🏾‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-dark skin tone, medium-light skin tone",86.42
👩🏾‍❤‍💋‍👨🏼,"kiss: woman, man, medium-dark skin tone, medium-light skin tone",86.42
👩🏾‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-dark skin tone, medium skin tone",89.7
👩🏾‍❤‍💋‍👨🏽,"kiss: woman, man, medium-dark skin tone, medium skin tone",89.7
👩🏾‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-dark skin tone",89.7
👩🏾‍❤‍💋‍👨🏾,"kiss: woman, man, medium-dark skin tone",89.7
👩🏾‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-dark skin tone, dark skin tone",89.7
👩🏾‍❤‍💋‍👨🏿,"kiss: woman, man, medium-dark skin tone, dark skin tone",89.7
👩🏿‍❤️‍💋‍👨🏻,"kiss: woman, man, dark skin tone, light skin tone",66.06
👩🏿‍❤‍💋‍👨🏻,"kiss: woman, man, dark skin tone, light skin tone",66.06
👩🏿‍❤️‍💋‍👨🏼,"kiss: woman, man, dark skin tone, medium-light skin tone",84.38
👩🏿‍❤‍💋‍👨🏼,"kiss: woman, man, dark skin tone, medium-light skin tone",84.38
👩🏿‍❤️‍💋‍👨🏽,"kiss: woman, man, dark skin tone, medium skin tone",88.91
👩🏿‍❤‍💋‍👨🏽,"kiss: woman, man, dark skin tone, medium skin tone",88.91
👩🏿‍❤️‍💋‍👨🏾,"kiss: woman, man, dark skin tone, medium-dark skin tone",88.91
👩🏿‍❤‍💋‍👨🏾,"kiss: woman, man, dark skin tone, medium-dark skin tone",88.91
👩🏿‍❤️‍💋‍👨🏿,"kiss: woman, man, dark skin tone",59.17
👩🏿‍❤‍💋‍👨🏿,"kiss: woman, man, dark skin tone",59.17
👨‍❤️‍💋‍👨,"kiss: man, man",88.91
👨‍❤‍💋‍👨,"kiss: man, man",88.91
👨🏻‍❤️‍💋‍👨🏻,"kiss: man, man, light skin tone",66.06
👨🏻‍❤‍💋‍👨🏻,"kiss: man, man, light skin tone",66.06
👨🏻‍❤️‍💋‍👨🏼,"kiss: man, man, light skin tone, medium-light skin tone",82.87
👨🏻‍❤‍💋‍👨🏼,"kiss: man, man, light skin tone, medium-light skin tone",82.87
👨🏻‍❤️‍💋‍👨🏽,"kiss: man, man, light skin tone, medium skin tone",84.38
👨🏻‍❤‍💋‍👨🏽,"kiss: man, man, light skin tone, medium skin tone",84.38
👨🏻‍❤️‍💋‍👨🏾,"kiss: man, man, light skin tone, medium-dark skin tone",84.38
👨🏻‍❤‍💋‍👨🏾,"kiss: man, man, light skin tone, medium-dark skin tone",84.38
👨🏻‍❤️‍💋‍👨🏿,"kiss: man, man, light skin tone, dark skin tone",84.38
👨🏻‍❤‍💋‍👨🏿,"kiss: man, man, light skin tone, dark skin tone",84.38
👨🏼‍❤️‍💋‍👨🏻,"kiss: man, man, medium-light skin tone, light skin tone",82.87
👨🏼‍❤‍💋‍👨🏻,"kiss: man, man, medium-light skin tone, light skin tone",82.87
👨🏼‍❤️‍💋‍👨🏼,"kiss: man, man, medium-light skin tone",84.38
👨🏼‍❤‍💋‍👨🏼,"kiss: man, man, medium-light skin tone",84.38
👨🏼‍❤️‍💋‍👨🏽,"kiss: man, man, medium-light skin tone, medium skin tone",84.38
👨🏼‍❤‍💋‍👨🏽,"kiss: man, man, medium-light skin tone, medium skin tone",84.38
👨🏼‍❤️‍💋‍👨🏾,"kiss: man, man, medium-light skin tone, medium-dark skin tone",84.38
👨🏼‍❤‍💋‍👨🏾,"kiss: man, man, medium-light skin tone, medium-dark skin tone",84.38
👨🏼‍❤️‍💋‍👨🏿,"kiss: man, man, medium-light skin tone, dark skin tone",84.38
👨🏼‍❤‍💋‍👨🏿,"kiss: man, man, medium-light skin tone, dark skin tone",84.38
👨🏽‍❤️‍💋‍👨🏻,"kiss: man, man, medium skin tone, light skin tone",66.06
👨🏽‍❤‍💋‍👨🏻,"kiss: man, man, medium skin tone, light skin tone",66.06
👨🏽‍❤️‍💋‍👨🏼,"kiss: man, man, medium skin tone, medium-light skin tone",66.06
👨🏽‍❤‍💋‍👨🏼,"kiss: man, man, medium skin tone, medium-light skin tone",66.06
👨🏽‍❤️‍💋‍👨🏽,"kiss: man, man, medium skin tone",59.17
👨🏽‍❤‍💋‍👨🏽,"kiss: man, man, medium skin tone",59.17
👨🏽‍❤️‍💋‍👨🏾,"kiss: man, man, medium skin tone, medium-dark skin tone",59.17
👨🏽‍❤‍💋‍👨🏾,"kiss: man, man, medium skin tone, medium-dark skin tone",59.17
👨🏽‍❤️‍💋‍👨🏿,"kiss: man, man, medium skin tone, dark skin tone",59.17
👨🏽‍❤‍💋‍👨🏿,"kiss: man, man, medium skin tone, dark skin tone",59.17
👨🏾‍❤️‍💋‍👨🏻,"kiss: man, man, medium-dark skin tone, light skin tone",86.42
👨🏾‍❤‍💋‍👨🏻,"kiss: man, man, medium-dark skin tone, light skin tone",86.42
👨🏾‍❤️‍💋‍👨🏼,"kiss: man, man, medium-dark skin tone, medium-light skin tone",86.42
👨🏾‍❤‍💋‍👨🏼,"kiss: man, man, medium-dark skin tone, medium-light skin tone",86.42
👨🏾‍❤️‍💋‍👨🏽,"kiss: man, man, medium-dark skin tone, medium skin tone",89.7
👨🏾‍❤‍💋‍👨🏽,"kiss: man, man, medium-dark skin tone, medium skin tone",89.7
👨🏾‍❤️‍💋‍👨🏾,"kiss: man, man, medium-dark skin tone",89.7
👨🏾‍❤‍💋‍👨🏾,"kiss: man, man, medium-dark skin tone",89.7
👨🏾‍❤️‍💋‍👨🏿,"kiss: man, man, medium-dark skin tone, dark skin tone",89.7
👨🏾‍❤‍💋‍👨🏿,"kiss: man, man, medium-dark skin tone, dark skin tone",89.7
👨🏿‍❤️‍💋‍👨🏻,"kiss: man, man, dark skin tone, light skin tone",72.17
👨🏿‍❤‍💋‍👨🏻,"kiss: man, man, dark skin tone, light skin tone",72.17
👨🏿‍❤️‍💋‍👨🏼,"kiss: man, man, dark skin tone, medium-light skin tone",72.17
👨🏿‍❤‍💋‍👨🏼,"kiss: man, man, dark skin tone, medium-light skin tone",72.17
👨🏿‍❤️‍💋‍👨🏽,"kiss: man, man, dark skin tone, medium skin tone",69.61
👨🏿‍❤‍💋‍👨🏽,"kiss: man, man, dark skin tone, medium skin tone",69.61
👨🏿‍❤️‍💋‍👨🏾,"kiss: man, man, dark skin tone, medium-dark skin tone",69.61
👨🏿‍❤‍💋‍👨🏾,"kiss: man, man, dark skin tone, medium-dark skin tone",69.61
👨🏿‍❤️‍💋‍👨🏿,"kiss: man, man, dark skin tone",89.7
👨🏿‍❤‍💋‍👨🏿,"kiss: man, man, dark skin tone",89.7
👩‍❤️‍💋‍👩,"kiss: woman, woman",88.91
👩‍❤‍💋‍👩,"kiss: woman, woman",88.91
👩🏻‍❤️‍💋‍👩🏻,"kiss: woman, woman, light skin tone",66.06
👩🏻‍❤‍💋‍👩🏻,"kiss: woman, woman, light skin tone",66.06
👩🏻‍❤️‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone",69.51
👩🏻‍❤‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone",69.51
👩🏻‍❤️‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone",66.06
👩🏻‍❤‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone",66.06
👩🏻‍❤️‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone",66.06
👩🏻‍❤‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone",66.06
👩🏻‍❤️‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone",66.06
👩🏻‍❤‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone",66.06
👩🏼‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone",82.87
👩🏼‍❤‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone",82.87
👩🏼‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone",84.38
👩🏼‍❤‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone",84.38
👩🏼‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone",84.38
👩🏼‍❤‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone",84.38
👩🏼‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone",84.38
👩🏼‍❤‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone",84.38
👩🏼‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone",84.38
👩🏼‍❤‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone",84.38
👩🏽‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone",84.38
👩🏽‍❤‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone",84.38
👩🏽‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone",84.38
👩🏽‍❤‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone",84.38
👩🏽‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium skin tone",88.91
👩🏽‍❤‍💋‍👩🏽,"kiss: woman, woman, medium skin tone",88.91
👩🏽‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone",88.91
👩🏽‍❤‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone",88.91
👩🏽‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone",88.91
👩🏽‍❤‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone",88.91
👩🏾‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone",88.91
👩🏾‍❤‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone",88.91
👩🏾‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone",84.38
👩🏾‍❤‍💋‍👩🏼,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone",84.38
👩🏾‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-dark skin tone, medium skin tone",88.91
👩🏾‍❤‍💋‍👩🏽,"kiss: woman, woman, medium-dark skin tone, medium skin tone",88.91
👩🏾‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-dark skin tone",88.91
👩🏾‍❤‍💋‍👩🏾,"kiss: woman, woman, medium-dark skin tone",88.91
👩🏾‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-dark skin tone, dark skin tone",88.91
👩🏾‍❤‍💋‍👩🏿,"kiss: woman, woman, medium-dark skin tone, dark skin tone",88.91
👩🏿‍❤️‍💋‍👩🏻,"kiss: woman, woman, dark skin tone, light skin tone",86.42
👩🏿‍❤‍💋‍👩🏻,"kiss: woman, woman, dark skin tone, light skin tone",86.42
👩🏿‍❤️‍💋‍👩🏼,"kiss: woman, woman, dark skin tone, medium-light skin tone",86.42
👩🏿‍❤‍💋‍👩🏼,"kiss: woman, woman, dark skin tone, medium-light skin tone",86.42
👩🏿‍❤️‍💋‍👩🏽,"kiss: woman, woman, dark skin tone, medium skin tone",89.7
👩🏿‍❤‍💋‍👩🏽,"kiss: woman, woman, dark skin tone, medium skin tone",89.7
👩🏿‍❤️‍💋‍👩🏾,"kiss: woman, woman, dark skin tone, medium-dark skin tone",89.7
👩🏿‍❤‍💋‍👩🏾,"kiss: woman, woman, dark skin tone, medium-dark skin tone",89.7
👩🏿‍❤️‍💋‍👩🏿,"kiss: woman, woman, dark skin tone",89.7
👩🏿‍❤‍💋‍👩🏿,"kiss: woman, woman, dark skin tone",89.7
💑🏼,couple with heart: medium-light skin tone,79.85
💑🏿,couple with heart: dark skin tone,29.43
🧑🏻‍❤️‍🧑🏼,"couple with heart: person, person, light skin tone, medium-light skin tone",79.85
🧑🏻‍❤‍🧑🏼,"couple with heart: person, person, light skin tone, medium-light skin tone",79.85
🧑🏻‍❤️‍🧑🏽,"couple with heart: person, person, light skin tone, medium skin tone",79.85
🧑🏻‍❤‍🧑🏽,"couple with heart: person, person, light skin tone, medium skin tone",79.85
🧑🏻‍❤️‍🧑🏾,"couple with heart: person, person, light skin tone, medium-dark skin tone",79.85
🧑🏻‍❤‍🧑🏾,"couple with heart: person, person, light skin tone, medium-dark skin tone",79.85
🧑🏻‍❤️‍🧑🏿,"couple with heart: person, person, light skin tone, dark skin tone",79.85
🧑🏻‍❤‍🧑🏿,"couple with heart: person, person, light skin tone, dark skin tone",79.85
🧑🏽‍❤️‍🧑🏻,"couple with heart: person, person, medium skin tone, light skin tone",79.85
🧑🏽‍❤‍🧑🏻,"couple with heart: person, person, medium skin tone, light skin tone",79.85
🧑🏽‍❤️‍🧑🏼,"couple with heart: person, person, medium skin tone, medium-light skin tone",79.85
🧑🏽‍❤‍🧑🏼,"couple with heart: person, person, medium skin tone, medium-light skin tone",79.85
🧑🏾‍❤️‍🧑🏼,"couple with heart: person, person, medium-dark skin tone, medium-light skin tone",79.85
🧑🏾‍❤‍🧑🏼,"couple with heart: person, person, medium-dark skin tone, medium-light skin tone",79.85
🧑🏿‍❤️‍🧑🏻,"couple with heart: person, person, dark skin tone, light skin tone",85.17
🧑🏿‍❤‍🧑🏻,"couple with heart: person, person, dark skin tone, light skin tone",85.17
🧑🏿‍❤️‍🧑🏼,"couple with heart: person, person, dark skin tone, medium-light skin tone",85.17
🧑🏿‍❤‍🧑🏼,"couple with heart: person, person, dark skin tone, medium-light skin tone",85.17
🧑🏿‍❤️‍🧑🏽,"couple with heart: person, person, dark skin tone, medium skin tone",90.5
🧑🏿‍❤‍🧑🏽,"couple with heart: person, person, dark skin tone, medium skin tone",90.5
🧑🏿‍❤️‍🧑🏾,"couple with heart: person, person, dark skin tone, medium-dark skin tone",90.5
🧑🏿‍❤‍🧑🏾,"couple with heart: person, person, dark skin tone, medium-dark skin tone",90.5
👩🏻‍❤️‍👨🏻,"couple with heart: woman, man, light skin tone",54.64
👩🏻‍❤‍👨🏻,"couple with heart: woman, man, light skin tone",54.64
👩🏻‍❤️‍👨🏼,"couple with heart: woman, man, light skin tone, medium-light skin tone",63.04
👩🏻‍❤‍👨🏼,"couple with heart: woman, man, light skin tone, medium-light skin tone",63.04
👩🏻‍❤️‍👨🏽,"couple with heart: woman, man, light skin tone, medium skin tone",54.64
👩🏻‍❤‍👨🏽,"couple with heart: woman, man, light skin tone, medium skin tone",54.64
👩🏻‍❤️‍👨🏾,"couple with heart: woman, man, light skin tone, medium-dark skin tone",54.64
👩🏻‍❤‍👨🏾,"couple with heart: woman, man, light skin tone, medium-dark skin tone",54.64
👩🏻‍❤️‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone",54.64
👩🏻‍❤‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone",54.64
👩🏼‍❤️‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone",79.85
👩🏼‍❤‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone",79.85
👩🏼‍❤️‍👨🏼,"couple with heart: woman, man, medium-light skin tone",79.85
👩🏼‍❤‍👨🏼,"couple with heart: woman, man, medium-light skin tone",79.85
👩🏼‍❤️‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone",79.85
👩🏼‍❤‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone",79.85
👩🏼‍❤️‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone",79.85
👩🏼‍❤‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone",79.85
👩🏼‍❤️‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone",79.85
👩🏼‍❤‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone",79.85
👩🏽‍❤️‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone",54.64
👩🏽‍❤‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone",54.64
👩🏽‍❤️‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone",54.64
👩🏽‍❤‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone",54.64
👩🏽‍❤️‍👨🏽,"couple with heart: woman, man, medium skin tone",29.43
👩🏽‍❤‍👨🏽,"couple with heart: woman, man, medium skin tone",29.43
👩🏽‍❤️‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone",29.43
👩🏽‍❤‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone",29.43
👩🏽‍❤️‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone",29.43
👩🏽‍❤‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone",29.43
👩🏾‍❤️‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone",85.17
👩🏾‍❤‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone",85.17
👩🏾‍❤️‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone",85.17
👩🏾‍❤‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone",85.17
👩🏾‍❤️‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone",90.5
👩🏾‍❤‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone",90.5
👩🏾‍❤️‍👨🏾,"couple with heart: woman, man, medium-dark skin tone",90.5
👩🏾‍❤‍👨🏾,"couple with heart: woman, man, medium-dark skin tone",90.5
👩🏾‍❤️‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone",90.5
👩🏾‍❤‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone",90.5
👩🏿‍❤️‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone",54.64
👩🏿‍❤‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone",54.64
👩🏿‍❤️‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone",79.85
👩🏿‍❤‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone",79.85
👩🏿‍❤️‍👨🏿,"couple with heart: woman, man, dark skin tone",29.43
👩🏿‍❤‍👨🏿,"couple with heart: woman, man, dark skin tone",29.43
👨🏻‍❤️‍👨🏻,"couple with heart: man, man, light skin tone",54.64
👨🏻‍❤‍👨🏻,"couple with heart: man, man, light skin tone",54.64
👨🏻‍❤️‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone",79.85
👨🏻‍❤‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone",79.85
👨🏻‍❤️‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone",79.85
👨🏻‍❤‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone",79.85
👨🏻‍❤️‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone",79.85
